ubigeo,nombre,poblacion,idh,esperanza_vida,pob_secundaria_completa,educacion,ingreso_pc,Huancavelica
10101,Chachapoyas ,33038.25,0.64,72.19,79.56,10.02,1259.13,0
10102,Asuncion    ,267.45,0.42,71.36,71.01,6.01,561.1,0
10103,Balsas   ,1467.03,0.32,68.59,32.77,5.19,415.02,0
10104,Cheto  ,584.75,0.35,77.53,52.21,4.58,398.66,0
10105,Chiliquin ,390.72,0.28,72.46,36.87,3.71,325.93,0
10106,Chuquibamba  ,1788.53,0.27,67.01,30.43,5.88,267.39,0
10107,Granada    ,337.12,0.36,66.18,25.71,4.6,766.81,0
10108,Huancas  ,1456.87,0.41,73.06,65.36,6.15,525.8,0
10109,La Jalca ,4279.4,0.3,73.09,42.66,4.64,305.71,0
10110,Leimebamba ,3854.7,0.4,70.3,39.99,6.32,615.85,0
10111,Levanto ,671.43,0.32,76.45,39.63,4.15,418.12,0
10112,Magdalena  ,686.87,0.47,71.62,53.26,6.38,848.55,0
10113,Mariscal Castilla ,1003.5,0.45,69.3,50.26,6.62,752.32,0
10114,Molinopampa ,2443.42,0.38,70.28,53.64,5.32,529.85,0
10115,Montevideo  ,374.43,0.45,71.26,42.6,7.35,737.66,0
10116,Olleros  ,351.51,0.36,71.94,53.26,5.67,435.9,0
10117,Quinjalca  ,639.51,0.34,73.32,52.07,3.73,494.98,0
10118,San Francisco De Daguas ,304.59,0.49,71.22,55.57,7.49,831.26,0
10119,San Isidro De Maino ,594.52,0.32,69.8,38.23,4.74,426.21,0
10120,Soloco  ,1075.69,0.34,74.4,36.31,4.74,481.79,0
10121,Sonche  ,196.46,0.37,74.25,34.08,4.51,641.31,0
10201,Bagua,26946.79,0.58,73.03,70.8,8.79,1074.02,0
10202,Aramango  ,7776.8,0.36,73.24,37.55,4.95,535.81,0
10203,Copallin  ,4605,0.47,74.22,52.57,5.53,859.42,0
10204,El Parco ,1380.38,0.49,74.33,70.22,6.04,801.15,0
10205,Imaza  ,23141.72,0.3,73.07,31.3,5.81,309.14,0
10206,La Peca  ,6329.77,0.49,71.51,48.51,6.61,960.86,0
10301,Jumbilla   ,1508.67,0.45,70.17,42.21,7.62,759.01,0
10302,Chisquilla ,283.37,0.47,71.54,77.52,5.45,797.75,0
10303,Churuja  ,244.68,0.52,64.38,80.5,7.4,950.35,0
10304,Corosha  ,1042.31,0.4,73.3,41.84,4.85,669.16,0
10305,Cuispes  ,777.54,0.3,67.6,37.44,5.03,354.42,0
10306,Florida  ,8117.86,0.36,71.89,38.11,5.71,486.66,0
10307,Jazan  ,8515.27,0.51,71.69,57.67,7.44,919.43,0
10308,Recta  ,148.98,0.32,68.94,26.83,5.41,473.33,0
10309,San Carlos ,319.06,0.35,69.18,46.96,5.64,431.23,0
10310,Shipasbamba     ,1859.44,0.37,72.02,49.33,5.09,487.57,0
10311,Valera                                  ,980.05,0.4,67.08,46.3,5,734.64,0
10312,Yambrasbamba   ,7743.63,0.35,70.77,35.15,4.96,540.54,0
10401,Nieva                                   ,24777.78,0.29,66.04,33.66,5.83,331.17,0
10402,El Cenepa    ,9639.35,0.22,70.05,34.45,4.91,166.6,0
10403,Rio Santiago     ,17176.62,0.19,64.37,33.96,5.47,121.65,0
10501,Lamud             ,2028,0.49,71.71,52.24,7.75,811.14,0
10502,Camporredondo   ,7191.86,0.34,69.66,27.96,5.61,517.61,0
10503,Cocabamba    ,2188.85,0.25,68.55,23.29,4.13,319.96,0
10504,Colcamar       ,1849.96,0.27,72.53,26.61,4.59,309.36,0
10505,Conila                                  ,1889.74,0.34,75.97,55.17,4.67,372.46,0
10506,Inguilpata                              ,424.69,0.35,73.73,55.76,5.32,383.76,0
10507,Longuita                                ,1045.98,0.26,71.42,28.68,4.63,277.16,0
10508,Lonya Chico   ,735.73,0.34,73.62,33.86,4.83,473.3,0
10509,Luya                                    ,4145.04,0.39,74.22,45.53,6.21,524.05,0
10510,Luya Viejo                              ,455.77,0.31,78.16,33.46,4.93,338.29,0
10511,Maria                                   ,830.95,0.28,70.28,18.07,5.24,385.69,0
10512,Ocalli                                  ,4161.74,0.33,68.42,29.61,5.44,468.62,0
10513,Ocumal                                  ,3978.12,0.29,69,38.71,4.91,303.39,0
10514,Pisuquia                                ,5611.72,0.38,69,39.79,4.5,707.06,0
10515,Providencia     ,1289.51,0.25,71.15,25.38,5.14,244.2,0
10516,San Cristobal    ,536.71,0.33,72.92,44.85,4.29,434.23,0
10517,San Francisco Del Yeso ,701.97,0.35,69.91,29.84,3.92,686.88,0
10518,San Jeronimo       ,610.39,0.26,72.2,29.27,3.98,282.15,0
10519,San Juan De Lopecancha       ,367.25,0.36,72.87,43.75,4.1,586.21,0
10520,Santa Catalina    ,1917.09,0.27,73.4,20.59,4.24,367.19,0
10521,Santo Tomas     ,3015.24,0.28,69.53,32.03,4.9,306.08,0
10522,Tingo                                   ,1264.31,0.4,67.07,38.92,5.75,739.18,0
10523,Trita                                   ,1366.56,0.35,76.27,33.82,5.09,464.23,0
10601,San Nicolas                             ,5985.65,0.52,73.64,51.9,7.8,973.56,0
10602,Chirimoto                               ,2376.47,0.26,67.86,26.61,4.7,304.04,0
10603,Cochamal                                ,521.84,0.42,76.16,58.45,6.28,548.48,0
10604,Huambo                                  ,2117.75,0.41,71.71,34.24,5.51,745.49,0
10605,Limabamba           ,2938.25,0.29,67.72,35.07,5.2,314.75,0
10606,Longar                                  ,1569.76,0.42,71.87,42.29,5.97,691.15,0
10607,Mariscal Benavides    ,1369.33,0.48,73,53.83,6.39,866.14,0
10608,Milpuc                                  ,459.44,0.31,67.72,23.38,4.69,509.58,0
10609,Omia                                    ,10480.46,0.3,68.5,27.02,4.91,397.1,0
10610,Santa Rosa                              ,412.11,0.36,76.17,26.3,4.44,632.91,0
10611,Totora                                  ,319.71,0.39,68.41,23.38,5.61,847.18,0
10612,Vista Alegre                            ,3984.99,0.25,69.48,28.29,4.41,260.21,0
10701,Bagua Grande    ,50553.44,0.51,71.58,67.86,6.92,883.72,0
10702,Cajaruro                                ,24816.63,0.45,71.53,56.2,4.91,870.08,0
10703,Cumba                                   ,7323.83,0.36,70.76,37.02,4.79,586.97,0
10704,El Milagro                              ,5660.03,0.51,72.29,51.42,6.17,1076.13,0
10705,Jamalca                                 ,6951.76,0.41,70.99,53.37,4.84,678.79,0
10706,Lonya Grande    ,10327.67,0.41,70.85,42.11,5.69,673.48,0
10707,Yamon                                   ,2570.47,0.36,70.23,40.59,5.56,486.21,0
20101,Huaraz                                  ,64284,0.6,74.32,74.05,10.26,1025.01,0
20102,Cochabamba   ,1668.67,0.27,69.96,36.53,4.41,293.69,0
20103,Colcabamba      ,604.93,0.38,71.67,46.62,6.96,453.31,0
20104,Huanchay                                ,1448.38,0.32,70.44,52.09,5.96,312.33,0
20105,Independencia                           ,78605.05,0.58,75.3,73.37,9.67,958.09,0
20106,Jangas                                  ,5142.76,0.43,78.8,58.47,6.09,563.86,0
20107,La Libertad                             ,960.52,0.19,71.18,28.44,4.3,137.79,0
20108,Olleros                                 ,1871.43,0.32,74.5,52.39,5.66,299.79,0
20109,Pampas                                  ,915.73,0.33,70.04,59.16,6.49,310.69,0
20110,Pariacoto                               ,4759.38,0.34,73.04,51.73,5.29,368.76,0
20111,Pira                                    ,3229.26,0.32,76.12,45.91,4.53,361.91,0
20112,Tarica                                  ,6289.88,0.45,76.58,60.45,6.13,641.78,0
20201,Aija                                    ,1789.56,0.46,63.32,63.47,8.84,699.8,0
20202,Coris                                   ,1929.9,0.32,63.39,33.1,5.82,449.09,0
20203,Huacllan                                ,510.77,0.31,63.55,31.32,6.79,388.26,0
20204,La Merced                               ,1653.43,0.31,63.91,39.89,6.3,343.68,0
20205,Succha                                  ,686.35,0.4,66.11,45.5,6.88,609.22,0
20301,Llamellin                               ,3118.83,0.42,70.13,65.26,7.53,503.88,0
20302,Aczo                                    ,1635.79,0.33,71.49,51.47,6.45,318.51,0
20303,Chaccho                                 ,1291,0.3,69.25,41.2,6.04,292.45,0
20304,Chingas                                 ,1735.49,0.36,71.67,42.95,6.83,429.9,0
20305,Mirgas                                  ,4459.48,0.23,72.98,40.54,4.47,168.6,0
20306,San Juan De Rontoy  ,1374.15,0.18,72.71,35.98,4.97,96.53,0
20401,Chacas                                  ,4896.17,0.43,70.83,56.17,6.42,633.58,0
20402,Acochaca                                ,2523.16,0.3,71.94,48.2,4.55,317.01,0
20501,Chiquian                                ,3451.28,0.52,71.44,58.97,8.93,836.75,0
20502,Abelardo Pardo Lezameta        ,934.57,0.43,69.81,50.43,10.17,532.06,0
20503,Antonio Raymondi       ,931.11,0.37,75.51,58.32,5.77,401.82,0
20504,Aquia                                   ,1966.54,0.43,71.48,43.51,6.18,750.18,0
20505,Cajacay                                 ,1594.85,0.45,69.61,58.77,7.13,691.8,0
20506,Canis                                   ,1001.63,0.46,71.37,73.36,8.12,580.35,0
20507,Colquioc                                ,3659.12,0.53,71.04,71.48,8.31,879.48,0
20508,Huallanca                               ,7349.48,0.45,69.4,42.89,7.29,795.02,0
20509,Huasta                                  ,2075.05,0.37,69.67,45.07,6.45,478.06,0
20510,Huayllacayan      ,1021.85,0.33,75.72,67.63,5.78,285.18,0
20511,La Primavera                            ,820.98,0.35,71.81,69.83,7.27,287.41,0
20512,Mangas                                  ,532.07,0.37,71.87,58.84,6.72,381.05,0
20513,Pacllon                                 ,1443.17,0.43,72.93,25.98,8.07,743.83,0
20514,San Miguel De Corpanqui          ,1083.18,0.4,68.91,77.59,8.32,393.73,0
20515,Ticllos                                 ,1103.39,0.4,71.71,53.09,6.67,522.12,0
20601,Carhuaz                                 ,15832.59,0.44,76.31,65.4,5.97,601.9,0
20602,Acopampa                                ,2516.82,0.47,79.27,70.5,6.51,608.65,0
20603,Amashca                                 ,1319.41,0.29,82.73,56.65,3.84,263.48,0
20604,Anta                                    ,2388.51,0.38,76.49,62.74,5.26,434.95,0
20605,Ataquero                                ,1170.63,0.26,76.84,48.99,4.17,208.27,0
20606,Marcara                                 ,9466.34,0.42,82.14,67.78,4.83,525.36,0
20607,Pariahuanca                             ,1508.57,0.43,81.04,73.34,5.86,480.96,0
20608,San Miguel De Aco   ,2514.24,0.26,82.28,52.26,3.46,210.93,0
20609,Shilla                                  ,2771.29,0.25,85,51.9,3.41,186.81,0
20610,Tinco                                   ,3284.73,0.46,78.55,75,6.8,554.08,0
20611,Yungar                                  ,3231.34,0.4,78.71,56.77,5.85,472.32,0
20701,San Luis                                ,11488.15,0.34,74.75,41.94,4.92,404.06,0
20702,San Nicolas                             ,3047.75,0.24,76.6,25.93,4.76,197.77,0
20703,Yauya                                   ,4884.69,0.27,74.35,39.19,4.71,240.44,0
20801,Casma                                   ,35482.3,0.59,78.05,65.87,8.6,1041.07,0
20802,Buena Vista Alta                        ,4604.45,0.49,80.99,45.52,5.6,898.19,0
20803,Comandante Noel    ,1908.37,0.53,77.15,56.68,7.01,935.82,0
20804,Yautan                                  ,8571.82,0.46,80,52.11,6.1,695.73,0
20901,Corongo                                 ,1271.54,0.37,72.12,23.94,6.24,607.71,0
20902,Aco                                     ,332.4,0.39,74.02,53.11,5.42,533.55,0
20903,Bambas                                  ,510.88,0.3,72.21,44.26,5.34,289.39,0
20904,Cusca                                   ,2856.37,0.34,73.79,55.66,5.74,339.05,0
20905,La Pampa                                ,816.65,0.46,72.54,50.58,6.93,751.69,0
20906,Yanac                                   ,630.34,0.35,73.82,41.56,5.61,425.43,0
20907,Yupan                                   ,982.57,0.47,74.09,37.32,8.08,800.54,0
21001,Huari                                   ,9915.21,0.47,75.17,50.05,7.93,695.84,0
21002,Anra                                    ,1236.67,0.27,71.93,22.95,5.2,288.67,0
21003,Cajay                                   ,2138.43,0.33,76.27,62.62,4.51,323.93,0
21004,Chavin De Huantar   ,8332.72,0.33,75.72,46.35,4.85,377.35,0
21005,Huacachi                                ,1524.8,0.32,75.73,38.39,5.35,352.17,0
21006,Huacchis                                ,1655.14,0.29,72.83,25.53,5.92,313.12,0
21007,Huachis                                 ,3141.27,0.31,76.56,39.96,5.41,299.7,0
21008,Huantar                                 ,2725.84,0.38,76.65,70.84,5.51,398.98,0
21009,Masin                                   ,1215.64,0.35,77.66,21.79,5.84,524.45,0
21010,Paucas                                  ,1413.84,0.38,73.85,35.91,6.64,493.63,0
21011,Ponto                                   ,2816.95,0.29,74.02,48.3,5.31,243.24,0
21012,Rahuapampa        ,775.49,0.47,75.78,45.69,8.58,677.53,0
21013,Rapayan                                 ,1533.83,0.28,71.83,28.43,6.26,255.66,0
21014,San Marcos                              ,16661.13,0.55,75.45,63.26,8.28,925.94,0
21015,San Pedro De Chana   ,2701.6,0.28,75.37,33.86,6.09,227.61,0
21016,Uco                                     ,1355.69,0.36,74.64,53.85,6.72,368.96,0
21101,Huarmey                                 ,25729.81,0.59,79.51,67.24,9.09,1004.19,0
21102,Cochapeti                               ,608.06,0.3,79.49,54.19,6.43,203.18,0
21103,Culebras                                ,3657.43,0.52,78.1,53.3,7.16,920.5,0
21104,Huayan                                  ,841.86,0.44,78.12,41.64,7.19,616.01,0
21105,Malvas                                  ,725.73,0.41,76.5,51.15,7.59,480.5,0
21201,Caraz                                   ,25526.82,0.5,79.23,52.82,7.15,791.68,0
21202,Huallanca                               ,469.49,0.53,77.34,51.14,7.78,945.8,0
21203,Huata                                   ,1376.29,0.3,77.66,52.22,4.74,272.36,0
21204,Huaylas                                 ,773.57,0.37,75.36,41.81,5.84,451.07,0
21205,Mato                                    ,1707.08,0.35,81.76,38.72,4.63,434.88,0
21206,Pamparomas   ,8251.4,0.25,80.03,32.3,3.44,260.71,0
21207,Pueblo Libre                            ,6398.21,0.31,82.79,35.57,3.24,430.47,0
21208,Santa Cruz                              ,4544.71,0.24,80.46,36.76,3.61,210.95,0
21209,Santo Toribio                           ,628.39,0.34,77,49.84,5.55,348.71,0
21210,Yuracmarca                              ,1722.22,0.3,77.39,33.68,5.27,295.87,0
21301,Piscobamba     ,3251.85,0.45,69.45,55.63,7.98,644.17,0
21302,Casca                                   ,3789.6,0.19,73.79,46.36,4.54,103,0
21303,Eleazar Guzman Barron          ,1305.62,0.28,71.63,49.07,4.48,258.81,0
21304,Fidel Olivas Escudero    ,1924.67,0.18,70.89,31.92,4.1,121.12,0
21305,Llama                                   ,895.62,0.3,69.33,30.13,6.11,336.26,0
21306,Llumpa                                  ,5778.18,0.19,75.27,30.79,3.58,143.18,0
21307,Lucma                                   ,2773.08,0.22,75.64,39.56,4.41,158.04,0
21308,Musga                                   ,846.13,0.42,69.6,55.91,7.55,545.84,0
21401,Ocros                                   ,854.54,0.48,78.54,52.27,7.69,682.25,0
21402,Acas                                    ,991.01,0.47,81.27,72.53,8.07,514.41,0
21403,Cajamarquilla       ,522.66,0.41,81.22,65.92,6.69,407.72,0
21404,Carhuapampa        ,722.17,0.41,79.9,57.96,6.98,450.24,0
21405,Cochas                                  ,1584.46,0.53,80.25,55.32,6.95,934.15,0
21406,Congas                                  ,1214.3,0.36,76.13,61,6.73,325.33,0
21407,Llipa                                   ,1332.09,0.48,81.81,91.74,6.94,549.15,0
21408,San Cristobal De Rajan    ,566.89,0.47,80.49,57.52,6.44,692.17,0
21409,San Pedro                               ,1631.09,0.49,78.18,69.46,7.61,637.01,0
21410,Santiago De Chilcas   ,389.62,0.46,80.41,54.47,6.43,669.44,0
21501,Cabana                                  ,2371.21,0.41,64.87,45.74,7.31,627.52,0
21502,Bolognesi                               ,1059.68,0.37,65.3,50.96,6.19,494.85,0
21503,Conchucos                               ,7698.83,0.28,67.99,32.15,5.26,291.49,0
21504,Huacaschuque      ,391.35,0.3,65.58,58.55,5.19,300.27,0
21505,Huandoval                               ,1020.9,0.38,64.15,41.12,7.11,560.1,0
21506,Lacabamba     ,401.42,0.35,65.85,38.86,6.03,502.42,0
21507,Llapo                                   ,644.1,0.36,67.01,28.68,6.7,560.13,0
21508,Pallasca                                ,2114.05,0.36,67.1,59.83,5.81,418,0
21509,Pampas                                  ,7054.3,0.32,66.55,42.28,5.71,375.66,0
21510,Santa Rosa                              ,860.46,0.37,67.46,64.8,6.09,441.22,0
21511,Tauca                                   ,2817.65,0.3,68.34,32.81,5.61,357.59,0
21601,Pomabamba       ,15623.82,0.43,75.93,52.81,6.54,565.74,0
21602,Huayllan                                ,3181.33,0.29,76.21,34.6,5.06,277.13,0
21603,Parobamba                               ,6325.91,0.13,76.22,33.91,3.13,69.29,0
21604,Quinuabamba     ,2178.59,0.19,73.49,37.15,2.49,182.28,0
21701,Recuay                                  ,3960.01,0.46,69.28,69.55,7.72,657.06,0
21702,Catac                                   ,3873.37,0.47,71.11,71.7,8,613.22,0
21703,Cotaparaco                              ,521.51,0.42,68.5,43.16,8.29,605.59,0
21704,Huayllapampa     ,1042.42,0.24,70.15,46.86,5.48,173.21,0
21705,Llacllin                                ,1557.4,0.43,68.75,77.31,7.27,521.67,0
21706,Marca                                   ,1245.13,0.39,67.53,68.66,6.29,489.86,0
21707,Pampas Chico         ,1673.96,0.39,71.51,58.7,6.54,459.95,0
21708,Pararin                                 ,1501,0.36,67.24,62.37,6.62,397.64,0
21709,Tapacocha                               ,374.41,0.25,68.21,25.9,5.7,229.61,0
21710,Ticapampa                               ,2188.67,0.46,70.02,69.67,7.84,625.34,0
21801,Chimbote                                ,196830.83,0.61,78.85,71.99,9.44,1055.78,0
21802,Caceres Del Peru   ,4073.11,0.38,77.2,42.05,4.99,553.18,0
21803,Coishco                                 ,15940.28,0.58,78.76,67.74,8.6,961.41,0
21804,Macate                                  ,2703.24,0.31,75.59,44.47,5.56,289.15,0
21805,Moro                                    ,7238.02,0.43,77.28,47.44,6.03,616.65,0
21806,Nepeña                                  ,15652.03,0.57,79.34,55.61,7.57,1088.28,0
21807,Samanco                                 ,4692.99,0.56,78.64,57.24,7.63,1020.54,0
21808,Santa                                   ,20995.07,0.58,79.13,61.08,7.84,1055.16,0
21809,Nuevo Chimbote       ,175440.6,0.65,78.64,73.95,10.62,1131.87,0
21901,Sihuas                                  ,5381.07,0.53,75.34,53.74,9.08,861.47,0
21902,Acobamba                                ,1873.03,0.24,72.44,40.23,5.79,167.21,0
21903,Alfonso Ugarte                          ,517.83,0.31,71.79,34.6,6.77,318.54,0
21904,Cashapampa                              ,2516.9,0.22,73.46,45.38,4.1,160.69,0
21905,Chingalpo                               ,841.72,0.3,72.56,32.08,5.62,311.9,0
21906,Huayllabamba                            ,3481.03,0.27,73.68,50.52,4.87,209.09,0
21907,Quiches                                 ,2537.38,0.2,75.87,53.8,5.01,104.95,0
21908,Ragash                                  ,2180.86,0.23,72.64,36.49,4.73,177.22,0
21909,San Juan                                ,6053.09,0.18,75.47,35.12,3.46,125.48,0
21910,Sicsibamba                              ,1510.26,0.28,73.77,38.44,5.25,261.16,0
22001,Yungay                                  ,21231.41,0.42,72.01,61.38,6.31,572.39,0
22002,Cascapara                               ,2021.16,0.27,71.31,40.31,2.84,388.1,0
22003,Mancos                                  ,6070.02,0.4,73.34,53.33,5.69,545.03,0
22004,Matacoto                                ,1511.03,0.3,72.11,58.44,4.77,280.63,0
22005,Quillo                                  ,13029.27,0.13,73.71,20.2,2.42,112.71,0
22006,Ranrahirca                              ,2298.11,0.41,71.59,56.81,5.6,584.6,0
22007,Shupluy                                 ,2022.08,0.24,69.69,39.06,3.47,237.91,0
22008,Yanama                                  ,5701.3,0.28,69.1,48.38,4.9,263.06,0
30101,Abancay                                 ,57983.66,0.6,74,78.87,10.59,969.92,0
30102,Chacoche                                ,1157.88,0.39,66.77,71.14,5.93,498.61,0
30103,Circa                                   ,1918.53,0.29,72.68,57.21,4.65,251.97,0
30104,Curahuasi                               ,16627.23,0.38,70.27,58.81,5.79,468.91,0
30105,Huanipaca                               ,3511.01,0.27,69.5,40.42,4.44,271.66,0
30106,Lambrama                                ,4161.49,0.34,70.06,65.1,4.46,395.04,0
30107,Pichirhua                               ,2786.03,0.26,69.45,55.42,4.59,215.62,0
30108,San Pedro De Cachora ,3070.26,0.33,71.55,52.83,4.95,373.56,0
30109,Tamburco                                ,11337.52,0.56,73.72,76.58,10,852.85,0
30201,Andahuaylas                             ,48362.41,0.51,75.57,75.24,8.48,698.04,0
30202,Andarapa                                ,5702.48,0.18,78.71,68.09,3.78,85.86,0
30203,Chiara                                  ,1124.3,0.28,71.19,62.94,4.25,239.87,0
30204,Huancarama                              ,5992.25,0.36,70.81,57.27,4.93,450.97,0
30205,Huancaray                               ,4035.91,0.34,75.23,58.38,4.11,413.58,0
30206,Huayana                                 ,860.82,0.29,78.91,58.34,4.95,214.12,0
30207,Kishuara                                ,7665.14,0.28,77.86,62.75,3.93,243.85,0
30208,Pacobamba                               ,3318.07,0.31,75.48,67.68,4.39,293.25,0
30209,Pacucha                                 ,7760.77,0.26,77.67,70.02,4.12,175.36,0
30210,Pampachiri                              ,2539.68,0.27,73.59,38.16,4.96,231.23,0
30211,Pomacocha                               ,938.85,0.36,78.4,81.87,5.24,335.33,0
30212,San Antonio De Cachi   ,2774.59,0.26,73.65,58.5,4.18,209.61,0
30213,San Jeronimo                            ,27074.63,0.46,78.59,71.18,6.82,577.06,0
30214,San Miguel De Chaccrampa  ,1848.78,0.24,71.04,64.62,3.37,199.47,0
30215,Santa Maria De Chicmo    ,8562.33,0.36,75.91,72.51,4.43,408.18,0
30216,Talavera                                ,17232.49,0.48,75.37,71.73,7.12,658.76,0
30217,Tumay Huaraca       ,2160.38,0.16,75.49,63.18,4.08,72.82,0
30218,Turpo                                   ,3707.09,0.33,76.61,65.41,4.15,347.95,0
30219,Kaquiabamba                             ,2618.08,0.26,75.9,57.38,4.28,192.02,0
30220,Josémaría Arguedas,4406,0.37,80.87,64.2,4.2,426.3,0
30301,Antabamba                               ,2702.63,0.32,54.3,38.12,6.75,483.44,0
30302,El Oro                                  ,535.76,0.35,50.56,81.83,7.85,467.75,0
30303,Huaquirca                               ,1659.33,0.42,59.72,47.24,7.13,762.48,0
30304,Juan Espinoza Medrano ,1782.46,0.29,54.58,51.82,5.92,356.68,0
30305,Oropesa                                 ,2919.64,0.29,57.27,63.85,4.93,338.59,0
30306,Pachaconas                              ,1184.7,0.34,52.4,52.11,7.11,501.41,0
30307,Sabaino                                 ,1412.3,0.24,55.39,70.05,5.64,198.73,0
30401,Chalhuanca                              ,5042.41,0.51,68.67,67.55,9.17,783.24,0
30402,Capaya                                  ,875.07,0.31,63.03,49.18,7.22,296.42,0
30403,Caraybamba    ,1238.25,0.33,65.4,57.01,6.69,341.03,0
30404,Chapimarca                              ,1793.9,0.27,63.87,72.19,4.55,234.72,0
30405,Colcabamba                              ,865.51,0.32,68.11,82.64,5.08,295.27,0
30406,Cotaruse                                ,4508.06,0.37,64.98,49.22,6.51,485.13,0
30407,Huayllo                                 ,593.36,0.35,63.48,59.78,6.86,397.88,0
30408,Justo Apu Sahuaraura     ,1116.68,0.33,62.33,57.01,5.87,380.54,0
30409,Lucre                                   ,1756.31,0.27,72.75,43.51,3.36,323.26,0
30410,Pocohuanca                              ,1016.49,0.31,63.42,61.45,6.34,295.23,0
30411,San Juan De Chacña     ,682.16,0.3,65.08,50.76,4.7,336.63,0
30412,Sañayca                                 ,1297.1,0.33,67.14,55.79,5.71,365.7,0
30413,Soraya                                  ,763.99,0.24,57.01,55.1,4.82,222.77,0
30414,Tapairihua                              ,1985.27,0.26,65.43,59.7,4.5,234.53,0
30415,Tintay                                  ,2673.36,0.27,68.55,49.78,4.48,244.88,0
30416,Toraya                                  ,1711.33,0.32,68.96,60.68,4.72,340.16,0
30417,Yanaca                                  ,1009.44,0.35,63.66,76.29,6.4,376.23,0
30501,Tambobamba   ,10487.04,0.31,67.5,61.34,4.48,348.58,0
30502,Cotabambas                              ,3544.16,0.36,70.2,69.25,5.72,374.93,0
30503,Coyllurqui                              ,7519.83,0.29,71.32,57.92,4.51,269.38,0
30504,Haquira                                 ,10252.38,0.35,75.79,70.66,5.11,348.27,0
30505,Mara                                    ,5861.34,0.29,71.09,72.03,4.4,248.45,0
30506,Challhuahuacho      ,13588.15,0.5,75.71,87.67,7.8,631,0
30601,Chincheros                              ,6209.35,0.42,68.18,60.59,7.13,564.3,0
30602,Anco-Huallo                             ,11472.33,0.38,71.77,64.39,6.2,434.81,0
30603,Cocharcas                               ,2321.01,0.34,71.94,62.38,5.04,356.77,0
30604,Huaccana                                ,8149.61,0.37,69.6,73.15,6.12,387.4,0
30605,Ocobamba                                ,8997.35,0.24,70.83,58.52,4.89,162.12,0
30606,Ongoy                                   ,5867.84,0.36,68.05,68.14,4.98,440.91,0
30607,Uranmarca                               ,3334.34,0.26,74.57,58.36,4.56,187.85,0
30608,Ranracancha                             ,1727.24,0.27,71.16,58.14,3.75,252.28,0
30609,Rocchacc,2007,0.29,69.2,67.55,3.92,302.37,0
30610,El Porvenir,1465,0.3,68.64,56.37,4.64,303.56,0
30611,Los Chankas,917.36,0.28,74.65,63.7,4.8,213.9,0
30701,Chuquibambilla                          ,4718.41,0.41,62.16,69.91,7.74,535.71,0
30702,Curpahuasi                              ,1986.56,0.18,63.06,54.94,4.59,108.68,0
30703,Gamarra                                 ,3073.71,0.18,67.1,49.83,4.01,111.58,0
30704,Huayllati                               ,1222.54,0.23,61.65,60.73,4.81,171.07,0
30705,Mamara                                  ,894.51,0.33,59.07,55.98,6.29,400.67,0
30706,Micaela Bastidas                        ,1481.28,0.25,61.29,74.74,7.2,152.35,0
30707,Pataypampa                              ,953.65,0.18,67.74,74.33,5.76,76.26,0
30708,Progreso                                ,3487.08,0.31,72.04,54.69,5.15,290.07,0
30709,San Antonio                             ,291.19,0.35,55.67,56.82,8.06,452.9,0
30710,Santa Rosa                              ,589.34,0.22,62.99,48.3,5.46,149.49,0
30711,Turpay                                  ,636.81,0.35,62.75,58.48,7.1,400.75,0
30712,Vilcabamba                              ,1309.6,0.43,61.62,83.51,9.42,503.06,0
30713,Virundo                                 ,1117.57,0.3,75.18,60.38,5.51,227.6,0
30714,Curasco                                 ,1435.49,0.21,65.4,51.9,4.49,147.57,0
40101,Arequipa                                ,42333.23,0.76,78.83,81.65,13.19,1538.11,0
40102,Alto Selva Alegre                       ,91855.75,0.66,77.95,80.79,11.21,1154.98,0
40103,Cayma                                   ,97926.27,0.67,78.17,80.13,11.27,1199.62,0
40104,Cerro Colorado                          ,193412.32,0.64,77.24,78.2,10.6,1107.22,0
40105,Characato                               ,12645.16,0.62,77.77,77.92,10.14,1006.41,0
40106,Chiguata                                ,3114.02,0.52,79.39,72.48,7.94,714.56,0
40107,Jacobo Hunter                           ,46994.97,0.66,78.63,79.3,10.78,1170.82,0
40108,La Joya                                 ,35025.68,0.61,78.11,68.35,8.41,1158.54,0
40109,Mariano Melgar                          ,56182.86,0.67,78.31,82.77,11.15,1162.81,0
40110,Miraflores                              ,53016.64,0.69,78.72,81.32,11.55,1241.5,0
40111,Mollebaya                               ,3678.12,0.58,77.11,71.08,9.49,927.7,0
40112,Paucarpata                              ,126056.75,0.65,78.51,79.59,10.83,1100.75,0
40113,Pocsi                                   ,426.71,0.44,76.6,68.32,7.25,520.6,0
40114,Polobaya                                ,1160.64,0.48,76.01,49.35,7.98,706.92,0
40115,Quequeña                                ,3250.22,0.6,76.58,74.95,9.87,1001.18,0
40116,Sabandia                                ,4393.01,0.65,77.62,74.82,10.32,1180.96,0
40117,Sachaca                                 ,22541.24,0.69,77.55,78.53,11.1,1299.54,0
40118,San Juan De Siguas  ,1227.44,0.58,77.57,65.79,8.23,1038.84,0
40119,San Juan De Tarucani     ,1751.87,0.47,81.84,70.74,6.04,617.47,0
40120,Santa Isabel De Siguas  ,957.15,0.57,78.54,57.57,7.78,1085.59,0
40121,Santa Rita De Siguas     ,6382.81,0.61,75.9,64.41,8.26,1243.99,0
